bookID,title,authors,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,average_rating
1707,On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo/Boniface Ramsey/Edmund Hill,1565482018,9781565482012,eng,540,29,3,2004-05-01,New City Press,3.94
1709,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,0060934913,9780060934910,eng,302,2488,266,2001-05-01,Ecco Press,4.07
1710,Confesiones de un chef,Anthony Bourdain,8466308954,9788466308953,spa,478,11,0,2003-02-01,Santillana USA Publishing Company,4.07
1713,The Metamorphoses of Ovid,Ovid/Allen Mandelbaum,0156001268,9780156001267,eng,559,710,64,1995-04-15,Harcourt Brace,4.05
1715,Metamorphoses,Ovid/David Raeburn/Denis Feeney,014044789X,9780140447897,eng,723,48223,764,2004-08-03,Penguin,4.05
1718,Metamorphoses,Ovid/Bernard Knox/Charles    Martin,0393058107,9780393058109,eng,624,30,8,2003-11-17,W. W. Norton  Company,4.05
1720,Ovid's Metamorphoses: Books 1-5,Ovid/William Scovil Anderson,0806128941,9780806128948,eng,584,229,16,1998-01-15,University of Oklahoma Press,4.27
1721,Ovid’s Metamorphoses: Books 6-10,Ovid/William Scovil Anderson,0806114568,9780806114569,eng,560,32,3,1978-01-15,University of Oklahoma Press,4.32
1722,Latin Via Ovid: A First Course,Norma Goldman/Jacob E. Nyenhuis,0814317324,9780814317327,en-US,524,78,8,1982-09-01,Wayne State University Press,4.36
1725,The Art of Love and Other Poems,Ovid/J.H. Mozley/G.P. Goold,0674992555,9780674992559,eng,400,98,5,1929-01-01,Harvard University Press,4.02
1728,The Poems of Exile: Tristia and the Black Sea Letters,Ovid/Peter Green,0520242602,9780520242609,eng,451,432,14,2005-01-18,University of California Press,4.12
1729,Metamorphoses: Volume 2  Books IX-XV,Ovid/Frank Justus Miller,0674990471,9780674990470,eng,499,61,4,1985-01-01,Harvard University Press,4.52
1730,Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,0674990463,9780674990463,eng,496,813,14,1977-01-01,Harvard University Press,4.42
1731,Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman/Michael  Rossi,0814326110,9780814326114,eng,152,12,0,1995-07-01,Wayne State University Press,4.08
1744,Tibullus: A Commentary,Michael C.J. Putnam,0806115602,9780806115603,eng,222,7,1,1979-11-15,University of Oklahoma Press,3.71
1750,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,069101597X,9780691015972,eng,440,12,0,1997-11-16,Princeton University Press,4.62
1752,Antigone,Sophocles/Reginald Gibbons/Charles Segal,0195143108,9780195143102,eng,197,36,5,2007-09-01,Oxford University Press,3.64
1761,Antigone,Sophocles/Reginald Gibbons/Charles Segal,0195143736,9780195143737,eng,208,264,14,2003-06-05,Oxford University Press  USA,3.64
1771,Object-Oriented Programming in C++,Richard Johnsonbaugh/Martin Kalin,0130158852,9780130158857,eng,640,14,0,1999-08-13,Prentice Hall,4.07
1796,The Iliad,Homer/Robert Fitzgerald,1857150600,9781857150605,eng,594,30,2,1992-03-19,Everyman,3.86
1800,Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,0226301192,9780226301198,eng,345,122,16,2005-11-01,University of Chicago Press,3.79
1801,Reading Greek Tragedy,Simon Goldhill,0521315794,9780521315791,eng,302,32,3,1986-08-05,Cambridge University Press,4.12
1804,Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,0521011760,9780521011761,eng,334,10,1,2002-04-04,Cambridge University Press,3.4
1805,Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,0521479347,9780521479349,eng,212,10,0,1995-01-26,Cambridge University Press,3.73
1814,2012: The Return of Quetzalcoatl,Daniel Pinchbeck,1585424838,9781585424832,en-US,408,1416,217,2006-05-04,Tarcher,3.42
1815,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck/Lee Fukui,0767907434,9780767907439,en-US,336,2799,166,2003-08-12,Three Rivers Press (CA),4.06
1823,Them: Adventures with Extremists,Jon Ronson,0743233212,9780743233217,eng,336,11990,831,2003-01-07,Simon  Schuster,3.95
1824,The Men Who Stare at Goats,Jon Ronson,0743270606,9780743270601,eng,259,10679,899,2006-04-10,Simon  Schuster,3.61
1839,Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,0393061310,9780393061314,eng,518,4356,404,2005-07-11,W.W. Norton,4.03
1843,Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,0865475091,9780865475090,eng,256,633,60,1997-04-10,North Point Press,3.87
1845,Into the Wild,Jon Krakauer,0385486804,9780385486804,eng,207,800349,18198,1997-01-20,Anchor Books,3.98
1846,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,0785268839,9780785268833,eng,256,55106,1503,2001-04-01,Thomas Nelson,3.92
1848,Wild Swans: Three Daughters of China,Jung Chang,0743246985,9780743246989,eng,562,73572,4280,2003-08-12,Simon  Schuster,4.26
1849,Wild Fire (John Corey  #4),Nelson DeMille,044657967X,9780446579674,eng,519,20909,944,2006-11-06,Warner Books (NY),4.01
1850,Born to Be Wild,Catherine Coulter,0515142395,9780515142396,eng,354,2456,115,2006-07-25,Jove,3.78
1852,The Call of the Wild,Jack London/Avi,0439227143,9780439227148,eng,172,274649,7203,2001-01-01,Scholastic,3.86
1853,Wild About Books,Judy Sierra/Marc Brown,037582538X,9780375825385,eng,40,4541,378,2004-08-10,Alfred A. Knopf Books for Young Readers,4.17
1856,In Web Design for Libraries,Charles P. Rubenstein,1591583667,9781591583660,eng,196,9,2,2006-12-01,Libraries Unlimited,2.67
1869,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,0805063897,9780805063899,eng,240,168362,5762,2002-05-01,Owl Books (Henry Holt),3.63
1877,The History of Sexuality 1: An Introduction,Michel Foucault/Robert Hurley,0394417755,9780394417752,eng,168,15,3,1978-10-01,Pantheon Books (NY),4.04
1879,The History of Sexuality  Volume 1: The Will to Knowledge,Michel Foucault/Robert Hurley,0140268685,9780140268683,eng,168,313,27,1998-10-29,Penguin,4.04
1883,The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault/Robert Hurley,0140137343,9780140137347,eng,304,51,2,1998-07-30,Penguin,4.08
1887,The Making of Pride and Prejudice,Sue Birtwistle/Sue Conklin/Susie Conklin,014025157X,9780140251579,eng,128,4244,99,1995-09-07,Penguin Books Ltd,4.45
1888,Pride and Prejudice,Jane Austen,0192802380,9780192802385,eng,333,2399,253,2004-02-11,Oxford University Press,4.26
1889,Pride & Prejudice,Jane Austen/Vivien Jones,0143036238,9780143036234,eng,392,1821,210,2005-09-01,Penguin Books,4.26
1891,Pride and Prejudice,Jane Austen/George Saintsbury/Hugh  Thomson,0486440915,9780486440910,eng,476,1146,166,2005-05-05,Dover Publications,4.26
1893,Pride and Prejudice,Jane Austen/Carol Howard,1593083246,9781593083243,eng,392,1628,171,2004-09-20,Barnes  Noble Classics,4.26
1894,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,1400032806,9781400032808,eng,399,7481,1022,2003-07-10,Anchor Books,4.0
1896,Iceland: Land of the Sagas,David  Roberts/Jon Krakauer,0375752676,9780375752674,eng,160,330,40,1998-10-06,Villard,3.71
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,0385494785,9780385494786,eng,368,351406,11701,1999-10-19,Anchor Books,4.17
1902,In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан Альбанов,067978361X,9780679783619,eng,288,1910,136,2001-09-04,Modern Library,4.01
1911,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,0374292795,9780374292799,eng,616,87570,2800,2006-04-18,Farrar  Straus and Giroux (NY),3.68
1914,La Tierra es plana: Breve historia del mundo globalizado del siglo XXI,Thomas L. Friedman,8427032226,9788427032224,spa,495,38,0,2006-01-01,Planeta Publishing,3.68
1925,The Avalanche Handbook,David McClung/Peter Schaerer,0898868092,9780898868098,eng,342,43,1,2006-10-12,Mountaineers Books,4.07
1931,Avalanche,Arthur J. Roth,0590422677,9780590422673,eng,144,273,36,1989-01-01,Scholastic,3.65
1934,Little Women,Louisa May Alcott,0451529308,9780451529305,eng,449,1479727,18458,2004-04-06,Signet Classics,4.07
1935,Little Women (Little Women  #1),Louisa May Alcott/Scott McKowen,1402714580,9781402714580,eng,536,1395,131,2004-10-01,Sterling,4.07
1936,Little Women,Louisa May Alcott/Paula Danziger,0439101360,9780439101363,eng,562,462,45,2000-01-01,Scholastic Paperbacks,4.07
1937,Little Women,Louisa May Alcott/Jessie Willcox Smith/Frank T. Merrill,0517221160,9780517221167,eng,389,166,9,2002-09-03,Gramercy Books,4.07
1946,Little Women  Little Men  Jo's Boys,Louisa May Alcott/Elaine Showalter,1931082731,9781931082730,eng,1064,3124,87,2005-02-17,Library of America,4.33
1947,Little Women,Louisa May Alcott,1904633277,9781904633273,eng,327,83,9,2004-02-01,Collector's Library,4.07
1955,A Tale of Two Cities,Charles Dickens/Keith Cox/Cynthia Brantley Johnson,0743487605,9780743487603,eng,496,131,28,2004-05-01,Simon  Schuster,3.84
1957,A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,1593081383,9781593081386,eng,409,1343,183,2004-07-25,Barnes & Noble Classics,3.84
1958,A Tale of Two Cities: Charles Dickens,SparkNotes,158663352X,9781586633523,eng,96,10,1,2002-01-10,Spark Publishing,4.0
1959,A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,1593080557,9781593080556,en-US,429,730,88,2003-12-01,Barnes  Noble Classics,3.84
1960,A Tale of Two Cities,Charles Dickens/Simon Schama,1857151437,9781857151435,eng,432,39,9,1993-03-18,Everyman's Library,3.84
1972,Den of Thieves,James B. Stewart,067179227X,9780671792275,en-US,592,9718,216,1992-09-01,Simon  Schuster,4.16
1976,Den of Thieves (Cat Royal  #3),Julia Golding,1405228180,9781405228183,eng,416,1432,61,2007-01-31,Egmont Books Ltd,4.21
1982,Charles Dickens: Four Novels:  Great Expectations  Hard Times  A Christmas Carol  and A Tale of Two Cities,Charles Dickens,0517093391,9780517093399,en-US,848,32,2,1993-10-02,Gramercy,4.3
1984,Bleak House,Charles Dickens/Mary Gaitskill/Hablot Knight Browne,0375760059,9780375760051,eng,887,1235,146,2002-07-09,Modern Library,4.01
1985,David Copperfield,Charles Dickens/Gish Jen,0451530047,9780451530042,eng,928,355,17,2006-02-07,Signet,3.99
1987,What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England,Daniel Pool,0671882368,9780671882365,en-US,416,4873,501,1994-04-21,Touchstone,3.85
1988,Charles Dickens,Jane Smiley,0670030775,9780670030774,eng,224,552,81,2002-05-13,Viking,3.82
1990,Martin Chuzzlewit,Charles Dickens/Patricia Ingham/Hablot Knight Browne,0140436146,9780140436143,eng,830,13212,394,1999-11-25,Penguin Classics,3.83
1991,Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters),Jared Diamond,0465031269,9780465031269,eng,176,4532,278,1998-09-25,Basic Books,3.71
1993,The Third Chimpanzee: The Evolution & Future of the Human Animal,Jared Diamond,0060183071,9780060183073,eng,407,59,1,1992-01-01,HarperCollins Publishers,4.06
1999,J.K.Rowling,Colleen Sexton,0822533898,9780822533894,eng,112,127,10,2005-09-01,Lerner Publications,3.84
2002,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling,043932162X,9780439321624,eng,240,11515,139,2001-11-01,Arthur A. Levine,4.4
2004,J.K. Rowling's Harry Potter Novels: A Reader's Guide,Philip Nel,0826452329,9780826452320,eng,96,78,9,2001-09-26,Bloomsbury Academic,3.58
2005,Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling,0747584664,9780747584667,eng,768,1213,78,2006-06-23,Bloomsbury Publishing,4.57
2010,The Santaroga Barrier,Frank Herbert,0765342510,9780765342515,eng,256,1625,85,2002-09-16,Tor Books,3.66
2011,The Dosadi Experiment (ConSentiency Universe  #2),Frank Herbert,0765342537,9780765342539,eng,320,6146,150,2002-09-16,Tor Books,3.81
2015,The Eyes of Heisenberg,Frank Herbert,0765342529,9780765342522,eng,192,1485,76,2002-09-16,Tor Books,3.43
2019,The Birds (Methuen Drama),Sean O'Brien,0413772780,9780413772787,en-GB,96,3,1,2002-07-22,Bloomsbury Methuen Drama,2.67
2022,The Frogs,Aristophanes/B.B. Rogers,1420926713,9781420926712,en-US,88,3,1,2005-01-01,Digireads.com,3.8
2025,Lysistrata,Aristophanes/Jeffrey Henderson,0198144962,9780198144960,eng,320,76,6,1990-06-21,OUP Oxford,3.85
2026,"Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets",Radcliffe G. Edmonds III,0521834341,9780521834346,eng,276,3,0,2004-11-18,Cambridge University Press,3.75
2028,Assembly of Women (Literary Classics),Aristophanes/Robert Mayhew,1573921335,9781573921336,en-GB,124,56,4,1997-04-01,Prometheus Books,3.77
2034,Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves,Aristophanes/F.W. Hall/W.M. Geldart,0198145047,9780198145042,grc,364,0,0,1922-02-22,Oxford University Press  USA,5.0
2043,Aristophanes and His Theatre of the Absurd,Paul Anthony Cartledge,1853991147,9781853991141,eng,127,7,1,1991-06-01,Bristol Classical Press,3.86
2045,Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters,Raymond Chandler/Frank MacShane,1883011086,9781883011086,eng,1076,1107,48,1995-10-01,Library of America,4.47
2046,Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window,Raymond Chandler/Frank MacShane,1883011078,9781883011079,eng,1199,1324,66,1995-10-01,Library of America,4.5
2048,The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library),Raymond Chandler/Tom Hiney,0375415025,9780375415029,eng,1016,241,11,2002-10-15,Everyman's Library,4.45
2049,The High Window (Philip Marlowe  #3),Raymond Chandler,0394758269,9780394758268,eng,265,13233,570,1992-08-12,Vintage Crime/Black Lizard,4.08
2051,The Simple Art of Murder,Raymond Chandler,0394757653,9780394757650,eng,384,4952,162,1988-09-12,Vintage Crime/Black Lizard,4.16
2052,The Big Sleep (Philip Marlowe  #1),Raymond Chandler,0394758285,9780394758282,eng,231,103400,4076,1988-07-12,Vintage Crime,4.01
2054,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,0394757688,9780394757681,eng,379,26389,1619,1988-08-12,Vintage Crime/Black Lizard,4.22
2056,An Evening of Long Goodbyes,Paul Murray,0812970403,9780812970401,eng,448,983,130,2005-09-13,Random House Trade Paperbacks,3.6
2057,The Long Goodbye: Memories of My Father,Patti   Davis,0452286875,9780452286870,eng,205,214,31,2005-10-01,Plume Books,3.82
2058,Ghost In the Shell 2: Innocence: After the Long Goodbye,Masaki Yamada/Yuji Oniki/Carl Gustav Horn,1421501562,9781421501567,eng,196,250,12,2005-10-11,VIZ Media LLC,3.97
2059,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,056352474X,9780563524748,eng,2,10,2,2004-09-20,BBC Worldwide,4.22
2067,Breaking the Spell: Religion as a Natural Phenomenon,Daniel C. Dennett,067003472X,9780670034727,eng,448,10135,330,2006-02-24,Viking Books,3.89
2068,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,068482471X,9780684824710,eng,588,13563,235,1996-06-12,Simon  Schuster,4.04
2071,Freedom Evolves,Daniel C. Dennett,0142003840,9780142003848,eng,368,2324,88,2004-01-27,Penguin,3.83
2072,Brainstorms: Philosophical Essays on Mind and Psychology,Daniel C. Dennett,0262540371,9780262540377,eng,424,573,11,1981-07-13,MIT Press,3.95
2074,Kinds of Minds: Towards an Understanding of Consciousness,Daniel C. Dennett,0465073514,9780465073511,eng,192,1555,63,1997-06-12,Basic Books,3.82
2077,Leaps of Faith: Science  Miracles & the Search for Supernatural Consolation,Nicholas Humphrey/Daniel C. Dennett,0387987207,9780387987200,en-US,244,21,3,1999-06-04,Copernicus Books,3.61
2078,Elbow Room: The Varieties of Free Will Worth Wanting,Daniel C. Dennett,0262540428,9780262540421,eng,212,515,37,1984-11-21,MIT Press,3.92
2081,The Mind’s I: Fantasies and Reflections on Self and Soul,Douglas R. Hofstadter/Daniel C. Dennett,0553345842,9780553345841,eng,512,4786,92,1985-04-01,Bantam Books,4.14
2093,The Illustrated A Brief History of Time,Stephen Hawking,0553103741,9780553103748,eng,256,817,63,1996-11-01,Bantam Books,4.17
2094,A Briefer History of Time,Stephen Hawking/Leonard Mlodinow,0553804367,9780553804362,eng,176,24035,828,2005-09-27,Bantam,4.22
2095,The Universe in a Nutshell,Stephen Hawking,055380202X,9780553802023,eng,216,29607,645,2001-11-06,Bantam,4.15
2096,God Created the Integers: The Mathematical Breakthroughs That Changed History,Stephen Hawking,0762419229,9780762419227,eng,1160,1682,51,2005-10-04,Running Press Book Publishers,4.07
2099,Stephen Hawking's Universe: The Cosmos Explained,David Filkin/Stephen Hawking,0465081983,9780465081981,eng,304,1469,22,1998-10-09,Basic Books,4.29
2100,The Future of Spacetime,Stephen Hawking/Kip S. Thorne/Igor Novikov/Timothy Ferris/Alan Lightman/Richard     Price,039332446X,9780393324464,eng,224,257,10,2003-06-17,W. W. Norton  Company,3.94
2102,Stephen Hawking's Universe,John Boslough,0380707632,9780380707638,eng,160,674,30,1989-06-01,Avon,4.02
2103,The Nature of Space and Time,Stephen Hawking/Roger Penrose,0691050848,9780691050843,eng,152,989,40,2000-10-08,Princeton University Press,4.09
2104,The Physics of Star Trek,Lawrence M. Krauss/Stephen Hawking,0060977108,9780060977108,eng,188,4774,178,1996-08-16,ReganBooks,3.83
2107,Falconry & Hawking,Phillip Glasier,0713484071,9780713484076,eng,352,51,5,2006-02-01,Batsford,4.31
2109,The World Treasury of Physics  Astronomy & Mathematics from Albert Einstein to Stephen W. Hawking & from Annie Dillard to John Updike,Timothy Ferris,0316281336,9780316281331,eng,859,371,12,1993-06-30,Back Bay Books,4.13
2112,The Art of Nonfiction: A Guide for Writers and Readers,Ayn Rand/Robert Mayhew/Peter   Schwartz,0452282314,9780452282315,en-US,192,429,39,2001-02-01,New American Library,3.96
2113,The Journals of Ayn Rand,Ayn Rand/Leonard Peikoff/David Harriman,0452278872,9780452278875,eng,752,317,14,1999-08-01,NAL,3.94
2122,The Fountainhead,Ayn Rand/Leonard Peikoff,0451191153,9780451191151,eng,704,271754,10063,1996-09-01,Signet Book,3.87
2123,The 36-Hour Day: A Family Guide to Caring for Persons with Alzheimer Disease  Related Dementing Illnesses  and Memory Loss in Later Life,Nancy L. Mace/Peter V. Rabins,0446618764,9780446618762,eng,624,69,6,2006-11-01,Grand Central Life & Style,4.24
2126,The 3-Hour Diet: On the Go,Jorge Cruise,0060793198,9780060793197,en-US,192,31,2,2005-10-18,William Morrow Paperbacks,3.1
2127,The Last Hours of Ancient Sunlight: The Fate of the World and What We Can Do Before It's Too Late,Thom Hartmann/Joseph Chilton Pearce/Neale Donald Walsch,1400051576,9781400051571,en-US,400,1392,136,2004-04-27,Broadway Books,4.23
2136,Specimen Days,Michael Cunningham,0312425023,9780312425029,eng,336,4462,446,2006-04-18,Picador USA,3.58
2137,A Home at the End of the World,Michael Cunningham,0312424086,9780312424084,eng,342,14769,658,2004-07-01,Picador,3.91
2140,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,0316172324,9780316172325,en-US,277,4254,355,2005-01-11,Little  Brown and Company,3.93
2142,Blink,Ted Dekker,0849945119,9780849945113,eng,400,13334,502,2004-10-11,Thomas Nelson,4.17
2144,Blink-182: Tales from Beneath Your Mom,Mark Hoppus/Anne Hoppus/Alex Gaskarth,0743422074,9780743422079,eng,112,169,22,2001-10-02,MTV Books,4.39
2151,The Complete Novels,Jane Austen/Hugh  Thomson,0517147688,9780517147689,eng,1103,300,31,1995-09-03,Gramercy Books,4.55
2152,The Jane Austen Book Club,Karen Joy Fowler,0452286530,9780452286535,eng,288,57720,3535,2005-04-26,G.P. Putnam's Sons,3.08
2153,Jane Austen: The Complete Novels,Jane Austen,0517118297,9780517118290,eng,1103,267,24,1994-06-01,Gramercy Books,4.55
2155,Jane Austen's Letters,Jane Austen/Deirdre Le Faye,0192832972,9780192832979,eng,672,2278,69,1997-04-03,Oxford University Press  USA,4.16
2156,Persuasion,Jane Austen/James Kinsley/Anna Massey/Richard S. Hartmetz/Maurgaux Motin/Deidre Shauna Lynch,0192802631,9780192802637,eng,249,441462,11308,2004-03-18,Oxford University Press,4.14
2157,Tea with Jane Austen,Kim Wilson/Tom Carpenter,097212179X,9780972121798,eng,128,1442,108,2004-09-03,Jones Books,3.79
2166,The Old Man and the Sea,Ernest Hemingway/Donald Sutherland,0743564367,9780743564366,eng,3,393,77,2006-05-01,Simon  Schuster Audio,3.77
2167,Cliffs Notes on Hemingway's The Old Man and the Sea,Jeanne Sallade Criswell/Gary Carey,0764586602,9780764586606,en-US,80,4,0,2000-12-05,Cliffs Notes,2.83
2176,Flaubert's Parrot,Julian Barnes,0679731369,9780679731368,eng,190,9373,606,1990-11-27,Vintage,3.66
2178,Flaubert in Egypt: A Sensibility on Tour,Gustave Flaubert/Francis Steegmuller,0140435824,9780140435825,eng,230,378,31,1996-03-30,Penguin Books (Penguin Classics),3.62
2179,A Sentimental Education,Gustave Flaubert/Douglas Parmée,0192836226,9780192836229,eng,464,105,7,2000-05-18,Oxford University Press,3.83
2182,Three Tales,Gustave Flaubert/Roger Whitehouse/Geoffrey Wall,0140448004,9780140448009,eng,110,3190,150,2005-01-27,Penguin Classics,3.69
2183,Sentimental Education,Gustave Flaubert/Robert Baldick/Geoffrey Wall,0140447970,9780140447972,eng,460,13499,388,2004-02-05,Penguin Classics,3.83
2186,The Family Idiot 5: Gustave Flaubert 1821-1857,Jean-Paul Sartre/Carol Cosman,0226735192,9780226735191,en-US,632,5,1,1994-01-26,University of Chicago Press,3.8
2187,Middlesex,Jeffrey Eugenides,0312422156,9780312422158,eng,529,540349,19548,2003-09-16,Picador USA,4.0
2199,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,0743270754,9780743270755,eng,916,133840,6118,2006-09-26,Simon & Schuster,4.28
2203,John Adams,David McCullough,0743223136,9780743223133,eng,751,282649,5325,2001-05-22,Simon & Schuster Paperbacks,4.06
2204,The John Adams Reader: Eseential Writings on an American Composer,Thomas May/John   Adams,1574671324,9781574671322,eng,455,20,5,2006-06-01,Amadeus,3.5
2205,The Letters of John and Abigail Adams,Abigail Adams/Frank Shuffelton,0142437115,9780142437117,eng,512,275,28,2003-12-30,Penguin Classics,4.14
2209,Passionate Sage: The Character and Legacy of John Adams,Joseph J. Ellis,0393311333,9780393311334,eng,288,2622,78,2001-02-17,W. W. Norton  Company,4.05
2211,The Portable John Adams,John  Adams/John Patrick Diggins,0142437786,9780142437780,eng,533,57,0,2004-06-29,Penguin Books,4.17
2218,Sex For Dummies,Ruth Westheimer,076455302X,9780764553028,eng,432,10,0,2000-12-28,For Dummies,3.65
2219,Baby Signing For Dummies,Jennifer Watson,0471773867,9780471773863,eng,257,37,9,2006-10-01,John Wiley & Sons,3.64
2222,The Feeling Good Handbook,David D. Burns,0452281326,9780452281325,eng,729,4797,124,1999-10-28,Penguin,4.0
2226,On Death and Dying,Elisabeth Kübler-Ross,0684842238,9780684842233,eng,288,144,10,1997-07-02,Scribner,4.16
2227,Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying,Elisabeth Kübler-Ross,0684839377,9780684839370,eng,192,197,7,1997-06-09,Scribner,4.07
2228,The Last Dance: Encountering Death and Dying,Lynne Ann DeSpelder/Albert Lee Strickland,0072920963,9780072920963,eng,664,123,13,2004-02-06,McGraw-Hill Humanities/Social Sciences/Languages,3.77
2236,Mahatma Gandhi and His Myths: Civil Disobedience  Nonviolence  and Satyagraha in the Real World (Plus Why It's Gandhi  Not Ghandi),Mark Shepard,0938497197,9780938497196,eng,46,55,7,2002-01-01,Simple Productions,3.62
2249,The Seven Habits of Highly Effective People,Stephen R. Covey,0671708635,9780671708634,eng,368,2505,233,1990-09-15,Free Press,4.1
2250,The 7 Habits of Highly Effective People Personal Workbook,Stephen R. Covey,0743250974,9780743250979,eng,192,1874,114,2004-01-06,Simon  Schuster,4.24
2253,Daily Reflections For Highly Effective People: Living the 7 Habits of Highly Successful People Every Day,Stephen R. Covey,0671887173,9780671887179,eng,384,336,26,1994-03-21,Simon  Schuster,3.9
2255,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,1932073205,9781932073201,en-US,240,39947,1622,2006-04-13,HJ Kramer,4.14
2257,Secret of the Peaceful Warrior,Dan Millman/Robert D. San Souci/T. Taylor Bruce,0915811235,9780915811236,en-US,32,156,13,1992-12-28,HJ Kramer,4.15
2265,It's Not about the Bike: My Journey Back to Life,Lance Armstrong/Sally Jenkins,0425179613,9780425179611,eng,294,35050,1833,2001-09-01,Berkley Publishing Group,3.72
2267,23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory,John Wilcockson/Graham   Watson,0306814552,9780306814556,eng,344,360,26,2005-06-15,Da Capo Press,3.67
2279,Truman,David McCullough,0671869205,9780671869205,eng,1120,71764,1937,1993-06-14,Simon  Schuster,4.12
2281,The Complete Stories of Truman Capote,Truman Capote/Reynolds Price,140009691X,9781400096916,eng,320,3993,217,2005-09-13,Vintage,4.2
2282,Breakfast at Tiffany's: A Short Novel and Three Stories,Truman Capote,067960085X,9780679600855,eng,162,5658,699,1994-01-13,Modern Library,3.89
2283,Murder at The Washington Tribune (Capital Crimes  #21),Margaret Truman,0345478207,9780345478207,eng,384,585,78,2006-10-31,Ballantine Books,3.58
2285,Murder at Ford's Theatre (Capital Crimes  #19),Margaret Truman,0449007383,9780449007389,en-US,376,623,68,2003-09-30,Fawcett,3.74
2287,Other Voices  Other Rooms,Truman Capote,0679745645,9780679745648,eng,232,10635,656,1994-02-01,Vintage,3.8
2289,In Cold Blood,Truman Capote/Scott Brick,073933364X,9780739333648,eng,15,563,133,2006-01-03,Random House Audio,4.07
2296,Emergence: The Connected Lives of Ants  Brains  Cities  and Software,Steven Johnson,0684868768,9780684868769,en-US,288,2769,200,2002-09-10,Scribner,3.96
2299,Emergence: Labeled Autistic,Temple Grandin/Margaret M. Scariano,0446671827,9780446671828,en-GB,200,1827,154,1996-09-01,Grand Central Publishing,4.07
2304,The Emergence of Life on Earth: A Historical and Scientific Overview,Iris Fry,0813527406,9780813527406,eng,344,48,5,2000-02-01,Rutgers University Press,4.02
2305,The Ghost Stories of Edith Wharton,Edith Wharton/Laszlo Kubinyi,0684842572,9780684842578,eng,303,2842,182,1997-10-10,Scribner,3.89
2306,The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence,Edith Wharton/R.W.B. Lewis,0940450313,9780940450318,eng,1328,446,29,1986-05-12,Library of America,4.3
2307,Collected Stories  1911-1937,Edith Wharton/Maureen Howard,1883011949,9781883011949,eng,848,55,9,2001-01-29,Library of America,4.25
2309,Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance,Edith Wharton/Cynthia Griffin Wolff,0940450534,9780940450530,eng,1137,67,9,1990-04-01,Library of America,4.22
2314,The House of Mirth,Edith Wharton,0486420493,9780486420493,eng,272,749,62,2002-08-06,Dover Publications,3.95
